sagoNo,sido,sigungu,dong,addr,sagoLat,sagoLon,sagoDate,sinkWidth,sinkExtend,sinkDepth,grdKind,sagoDetail,deathCnt,injuryCnt,vehicleCnt,trStatus,trMethod,trAmt,trFnDate,daStDate,no
20190067,경기도,고양시 일산서구,주엽동,경기도 고양시 일산서구 주엽동 14,,,20190514,1.00,1.00,0.50,,하수관 손상,0,0,0,복구완료,이음부 몰탈마감 및 포장 복구 완료,0,20190516,20191122,1
20190070,울산광역시,울주군,서생면,울산광역시 울주군 서생면 935번지(서생삼거리 인근),,,20190519,1.50,1.50,2.00,,하수관로 노후에 따른 부식으로 누수발생 및 토사유실,0,0,1,복구완료,"하수관 연결 및 포장 완료, 노후하수관 정비 계획(2020년) ",0,20190521,00010101,1
20190071,인천광역시,중구,,인천광역시 중구 월미로233번길 11,,,20190520,2.00,15.00,0.10,,다짐불량에 의한 지반침하,0,0,0,복구완료,기존 포장 걷어내기 및 재포장 시행,0,20190601,20190916,1
20190072,대전광역시,동구,,대전광역시 동구 대동역 1번출구 앞 2차선,,,20190522,4.20,6.00,0.15,,상수관 손상,0,0,0,복구완료,관로 보수 및 포장 완료,0,20190522,20191114,1
20190073,대전광역시,중구,선화동,대전광역시 중구 선화동 430-10,,,20190522,1.00,1.00,0.50,,하수관 손상,0,0,0,복구완료,관로 보수 및 포장 완료,0,20190522,20191115,1
20190074,경기도,부천시,도당동,경기도 부천시 도당동 72-9번지,,,20190522,0.50,3.00,0.20,,다짐불량,0,0,0,복구완료,소파보수,0,20190415,20191120,1
20190075,경기도,고양시 일산동구,백석동,경기도 고양시 일산동구 백석동 1288-1,,,20190523,1.00,1.00,1.00,,하수관 손상,0,0,0,복구완료,이음부 몰탈마감 및 포장 복구 완료,0,20190613,20191122,1
20190076,경기도,고양시 일산서구,덕이동,경기도 고양시 일산서구 덕이동 274-25,,,20190523,1.00,1.00,0.50,,하수관 손상,0,0,0,복구완료,이음부 몰탈마감 및 포장 복구 완료,0,20190530,20191122,1
20190077,대구광역시,달서구,감삼동,대구광역시 달서구 감삼동 죽전네거리(구 알리앙스 앞),,,20190524,2.00,2.00,2.50,, 노후상수도관 누수에 따른 지반침하,0,0,0,복구완료, 노후상수도관 보수 및 인도포장 복구,0,20190610,20191114,1
20190078,대전광역시,대덕구,읍내동,대전광역시 대덕구 읍내동 483-2번지 일원,,,20190526,1.80,2.00,0.50,,하수관로 노후화로 인한 이음부 파손,0,0,0,복구완료,관로 보수 및 포장 완료,0,20190526,20191114,1
20190079,대전광역시,서구,탄방동,대전광역시 서구 탄방동 1423번지 앞 2차로,,,20190527,0.20,0.10,1.00,,하수관 손상,0,0,0,복구완료,관로 보수 및 포장 완료,5000000,20190530,20191114,1
20190080,경상남도,김해시,내동,경상남도 김해시 내동 1101-7번지,,,20190527,1.00,0.50,1.00,,우수박스 크랙 발생으로 토사 유실,0,0,0,복구완료,"하수관(우수박스) 노후 파손 부위 보수 및 되메우기, 포장 복구완료",2700000,20190527,20191114,1
20190082,광주광역시,동구,학동,광주광역시 동구 학동 12-1번지,,,20190530,0.60,2.00,1.20,기타, 다짐불량으로 인한 토사세굴 추정,0,0,0,복구완료,침하 부분 다짐 후 레미콘 포장 복구완료,4500000,20190714,20191115,1
20190083,강원특별자치도,속초시,동명동,강원특별자치도 속초시 동명동 81-1번지,,,20190531,0.50,0.50,0.80,,하수관 손상으로 인하여 토사 유실에 따른 지반 침하 발생,0,0,0,복구완료,하수관 보수 후 되메우기 및 포장 복구 완료,0,20190531,20191114,1
20190084,경상남도,양산시,북부동,"경상남도 양산시 북부동 480-3, 양복교회 건물",,,20190531,50.00,3.00,0.10,,원도심 지반침하로 인한 영향으로 추정,0,0,0,복구완료,보상완료에 따른 자체보수,0,20200323,20191115,1
20190086,광주광역시,광산구,오선동,광주광역시 광산구 오선동 270-49번지,,,20190604,0.50,0.50,1.00,,하수관 손상,0,0,0,복구완료,하수관 보수 및 포장복구 완료,0,20190605,00010101,1
20190087,경상남도,양산시,북부동,"경상남도 양산시 북부동 487-9, Y모텔",,,20190604,14.00,12.00,0.10,,원도심 지반침하로 인한 영향으로 추정,0,0,0,복구완료,보상완료에 따른 자체보수,0,20200323,20190612,1
20190088,경상남도,진주시,이현동,경상남도 진주시 이현동 30-9번지 앞 도로,,,20190604,2.50,1.50,1.50,,하수관로 부식,0,0,0,복구완료,관로 교체 및 포장 복구 완료,0,20190604,20191114,1
20190089,대전광역시,동구,용전동,대전광역시 동구 용전동 12-9번지 앞,,,20190605,2.70,3.80,1.00,기타,연결관 파손으로 인한 지반침하,0,0,0,복구완료,관로 보수 및 포장 완료,0,20190612,20191114,1
20190090,경기도,고양시 덕양구,주교동,경기도 고양시 덕양구 주교동 594-12,,,20190605,1.00,1.00,2.00,,하수관 손상,0,0,0,복구완료,이음부 몰탈마감 및 포장 복구 완료,0,20190610,20191122,1
20190091,경기도,부천시,괴안동,경기도 부천시 괴안동 108,,,20190605,1.00,3.00,0.07,,하수맨홀 연결접합 불량으로 인한 토사유실,0,0,0,복구완료,되메우기 후 포장복구 완료,0,20190701,20191120,1
20190092,강원특별자치도,강릉시,송정동,강원특별자치도 강릉시 송정동 945번지 앞,,,20190607,5.00,5.00,2.50,,하수관 손상,0,0,0,복구완료,하수관로 피해 부위 관로교체(L=2.5m) 및 포장 복구 완료,0,20190614,20180529,1
20190094,대전광역시,유성구,구암동,대전광역시 유성구 구암동 현충원역 3번출구 앞,,,20190608,1.00,1.00,0.80,기타,하수관 손상,0,0,0,복구완료,관로 보수 및 포장 완료,2000000,20190609,20191115,1
20190096,경상남도,양산시,중부동,"경상남도 양산시 중부동 398-15, 스마트교복담장",,,20190611,25.00,1.00,0.10,,원도심 지반침하로 인한 영향으로 추정,0,0,0,복구완료,보상완료에 따른 자체보수,0,20200325,20191114,1
20190097,경기도,고양시 일산서구,일산동,경기도 고양시 일산서구 일산동 1398,,,20190611,1.00,1.00,0.50,,하수관 손상,0,0,0,복구완료,이음부 몰탈마감 및 포장 복구 완료,0,20190620,20191122,1
20190099,광주광역시,광산구,신촌동,광주광역시 광산구 신촌동 1090-33번지,,,20190612,0.50,0.50,1.00,,하수관 손상,0,0,0,복구완료,하수관 보수 및 포장복구 완료,0,20190613,00010101,1
20190102,광주광역시,광산구,신가동,광주광역시 광산구 신가동 872-7번지,,,20190614,0.50,0.50,1.00,,빗물받이 연결관 손상,0,0,0,복구완료,하수관 보수 및 포장복구 완료,0,20190616,20191115,1
20190103,광주광역시,서구,화정동,광주광역시 서구 화정동 857-2,,,20190614,1.00,1.00,2.00,,우수관 연결부 파손,0,0,0,복구완료,우수관 교체 공사 완료,0,20190614,20191118,1
20190104,경기도,부천시,중동,경기도 부천시 중동 1142-4,,,20190614,1.00,1.50,1.00,,전기배선 하부 다짐불량으로 발생한 것으로 판단됨,0,0,0,복구완료,유실 구간 골재 채움 및 다짐공사 실시,0,20190614,20191120,1
20190108,경상남도,진주시,신안동,경상남도 진주시 신안동 463-9번지 앞 도로,,,20190616,0.50,0.50,1.00,,하수관로 파손,0,0,0,복구완료,관로 보수 및 포장 복구 완료,0,20190624,20191114,1
20190109,대구광역시,수성구,두산동,대구광역시 수성구 두산동 34-8번지 삼거리 일원,,,20190617,3.00,2.70,1.50,,노후하수관(D450) 손상,0,0,0,복구완료,"- 노후하수관 교체 및 되메우기 당일 완료
- 포장 복구 익일 완료",0,20190618,20191114,1
20190112,부산광역시,해운대구,우동,부산광역시 해운대구 우동 825-1,,,20190620,1.00,1.00,1.00,,"지하철 공사용 매몰 토류판 부식부를 통해
 토사유출 추정",0,0,0,복구완료,되메우기 후 원상복구,0,20190624,20190630,1
20190115,광주광역시,동구,,광주광역시 동구 금남로5가 163-1,,,20190620,0.50,3.00,1.50,기타,하수관 손상으로 인한 토사세굴 추정,0,0,0,복구완료,침하 부분 다짐 후 보도 재설치 완료,4500000,20190712,20191115,1
20190117,부산광역시,동래구,,부산광역시 동래구 미남로130,,,20190622,2.00,3.00,1.00,,노후 하수관 파손에 의한 토사유실,0,0,0,복구완료,임시복구 후 관로정비 완료,0,20190624,20180630,1
20190118,경기도,화성시,송산동,경기도 화성시 송산동 132-1(황계남길 80),,,20190622,1.00,1.00,0.10,,"기타(하자보수 기간 후, 자연 침하)",0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20190623,20191126,1
20190119,경기도,의왕시,포일동,경기도 의왕시 포일동 505-107,,,20190623,1.50,1.50,0.03,,다짐 불량,0,0,0,임시복구,록하드 임시 조치,0,20190624,20190624,1
20190121,충청북도,청주시 상당구,석교동,충청북도 청주시 상당구 석교동 126-129번지,,,20190624,1.00,1.00,1.00,,하수관 파손에 의한 침하,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20190624,20191115,1
20190122,충청북도,청주시 상당구,명암동,충청북도 청주시 상당구 명암동 산60-8번지,,,20190625,2.00,2.00,1.00,,하수관 파손에 의한 침하,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20190625,20191115,1
20190123,경상남도,창원시 진해구,장찬동,경상남도 창원시 진해구 장찬동 391-2번지,,,20190625,1.00,1.00,0.50,,도시가스 관로교차점 채움 모래 침하,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,600000,20190709,20191115,1
20190124,인천광역시,계양구,,인천광역시 계양구 새말사거리,,,20190625,2.00,2.00,0.20,,하수맨홀 불량으로 인한 동공 발생,0,0,0,복구완료,"당일 현장 확인 및 록하드 임시복구 후, 직영 도로보수차로 후속 보수 완료",0,20190625,20190916,1
20190125,경기도,부천시,중동,경기도 부천시 중동 1105(신흥로쪽 삼거리),,,20190625,1.20,2.00,1.70,,가스배관 철판하부 및 엘보구간 다짐불량으로 인한 모래유실(모래층 다 파도 ,0,0,0,복구완료,유실 구간 모래채움 및 다짐공사 실시,0,20190625,20191120,1
20190126,경기도,부천시,,경기도 부천시 부흥로200번길 18,,,20190625,0.60,0.50,1.00,,하수관 손상에 따른 토사 유실,0,0,0,복구완료,하수관로 보수 및 포장 완료 ,0,20190626,20191120,1
20190127,부산광역시,영도구,,부산광역시 영도구 태종로 668번길 1 일원,,,20190627,2.00,2.00,0.50,,상수도관(200mm) 파손으로 토사유실,0,0,0,복구완료,확인 굴착 및 포장복구,0,20190628,20190630,1
20190128,경기도,남양주시,와부읍 덕소리,경기도 남양주시 와부읍 덕소리 458-26,,,20190627,1.50,2.50,1.50,,노후로 인한 집수정 손상,0,1,0,복구완료,"이중벽관 접합, 되메우기 및 포장 복구 완료",0,20190629,20191119,1
20190129,전라남도,완도군,완도읍,전라남도 완도군 완도읍 개포로 146-8,,,20190629,1.00,1.00,0.50,,다짐불량으로 인한 지반침하,0,0,0,복구완료,재다짐 후 재포장 실시,0,20190630,20191113,1
20190130,경기도,부천시,도당동,경기도 부천시 도당동 83-2번지,,,20190629,1.00,2.00,0.20,,개인배수설비불량,0,0,0,복구완료,온세미로컨덱터 원인자 복구예정,0,20190806,20191120,1
20190131,경기도,하남시,신장동,경기도 하남시 신장동 26-15(지번),,,20190629,1.80,1.80,0.80,,다짐 불량,0,0,0,복구완료,흙 다지기 및 되메우기 재시공 및 포장 복구 완료,0,20190629,20190712,1
20190133,제주특별자치도,제주시,노형동,제주특별자치도 제주시 노형동 도령로 33,,,20191105,0.50,0.50,1.00,,하수도관 파손,0,0,0,복구완료,상하수도 본부 협조 하여 파손된 관 보수 및 복구,0,20191106,20191120,1
20190134,제주특별자치도,제주시,한림읍 옹포리,제주특별자치도 제주시 한림읍 옹포리 588-1,,,20191107,0.20,0.20,1.00,,우수관(BOX) 파손,0,0,0,복구완료,우수박스 보수,0,20191114,20191120,1
20190135,대전광역시,유성구,반석동,대전광역시 유성구 반석동 반석역 1번출구 앞,,,20190717,0.60,0.50,1.00,,하수관 손상,0,0,0,복구완료,관로 보수 및 포장 완료,0,20190718,00010101,1
20190136,대전광역시,서구,변동,대전광역시 서구 변동 변동우체국 맞은편,,,20190718,0.50,0.80,5.00,,하수관 손상,0,0,0,복구완료,관로보수 및 포장완료,0,20190719,00010101,1
20190137,대전광역시,서구,탄방동,대전광역시 서구 탄방동 목련네거리 기업은행 앞 측구,,,20190719,0.30,0.20,1.00,,하수관 손상,0,0,0,복구완료,관로보수 및 포장완료,0,20190720,00010101,1
20190138,대전광역시,중구,문창동,대전광역시 중구 문창동 문창2동 우편취급국 맞은편,,,20190724,0.30,0.20,1.10,,하수관 손상,0,0,0,복구완료,관로보수 및 포장완료,0,20190725,00010101,1
20190139,대전광역시,동구,,대전광역시 동구 삼성5가-한남5가 한남철강 맞은편,,,20190812,0.70,1.00,2.00,,하수관 손상,0,0,0,복구완료,관로보수 및 포장완료,0,20190813,00010101,1
20190140,대전광역시,서구,,대전광역시 서구 정림동 639번지 인근,,,20190814,0.30,0.30,1.00,,하수관 손상,0,0,0,복구완료,관로보수 및 포장완료,0,20190815,00010101,1
20190141,대전광역시,동구,,대전광역시 동구 구대전터널-신상교 방향 측구,,,20190828,0.60,0.80,1.30,,기타매설물 손상,0,0,0,복구완료,관로보수 및 포장완료,0,20190829,00010101,1
20190142,대전광역시,서구,,대전광역시 서구 도마동 50-59번지 인근,,,20190830,0.20,0.20,1.00,,하수관 손상,0,0,0,복구완료,관로보수 및 포장완료,0,20190831,00010101,1
20190143,대전광역시,중구,,대전광역시 중구 문화초교4가-유천4가 공주얼큰이칼국수 앞,,,20190916,0.50,0.50,1.00,,하수관 손상,0,0,0,복구완료,관로보수 및 포장완료,0,20190917,00010101,1
20190144,대전광역시,동구,,대전광역시 동구 가오동 374-43번지 앞,,,20191010,0.30,0.20,1.50,,기타매설물 손상,0,0,0,복구완료,관로보수 및 포장완료,0,20191011,00010101,1
20190145,대전광역시,중구,,대전광역시 중구 유천동 200-15,,,20191014,1.00,1.00,0.10,,하수 벽체 손상,0,0,0,복구완료,벽체보수 및 포장완료,0,20191015,00010101,1
20190146,대전광역시,중구,,대전광역시 중구 문창동 121-1,,,20191024,1.00,1.00,0.10,,하수관 손상,0,0,0,복구완료,흄관보수 및 포장완료,0,20191025,00010101,1
20190147,부산광역시,북구,구포동,부산광역시 북구 구포동 모분재로 145(구포동 칠우그린빌라 앞),,,20190707,0.70,0.60,1.00,,토압에 의한 하수관로 이음새 파손 부분에 발생한 토사유실,0,0,0,복구완료,되메우기 후 원상복구,0,20190708,00010101,1
20190148,부산광역시,남구,대연동,부산광역시 남구 대연동 245-150 일원,,,20190711,1.80,1.10,0.60,,하수도관의 파손으로 인한 토사유실,0,0,0,복구완료,확인 굴착 및 포장복구,0,20191114,00010101,1
20190149,부산광역시,금정구,청룡동,부산광역시 금정구 청룡동 310-1번지 상 도로,,,20190804,0.80,1.80,0.80,,하수박스 벽체 점검구 토사 유실,0,0,0,복구완료,되메우기 후 원상복구,0,20190805,00010101,1
20190150,부산광역시,사상구,,부산광역시 사상구 새벽로 200,,,20190810,1.00,3.00,0.15,,측구 주변부 토사유실,0,0,0,복구완료,되메우기 후 원상복구,0,20190811,00010101,1
20190151,부산광역시,서구,서대신동2가,부산광역시 서구 서대신동2가 543 일원,,,20190814,0.50,0.50,1.70,,노후(폐)하수도관 토사유입으로 인한 함몰 발생,0,0,0,복구완료,"노후(폐)하수관 몰탈로 충진, 함몰발생부 되메우기 및 포장완료",0,20190929,00010101,1
20190152,강원특별자치도,원주시,,강원특별자치도 원주시 무실로47번길 44(원동 현진아파트 후문 앞),,,20190707,2.00,3.00,4.00,,"우수관로(1,000mm) 파손으로 인한 도로침하",0,0,0,복구완료,향후 정기사후조사 진행예정,0,20190709,00010101,1
20190153,강원특별자치도,원주시,문막읍,강원특별자치도 원주시 문막읍 동화리 산47-7,,,20190729,0.80,1.00,1.00,,알수없음,0,0,0,복구완료,지반침하 취약지역 탐사대상 제출,0,20190731,00010101,1
20190154,강원특별자치도,강릉시,교동,강원특별자치도 강릉시 교동 859-25,,,20191129,0.20,0.50,1.00,,상수관 손상,0,0,0,복구완료,되메우기,0,20191201,00010101,1
20190155,경기도,부천시,,경기도 부천시 중동 1151,,,20190701,2.00,2.00,1.70,,상수도 누수로 인한 토사 유실,0,0,0,복구완료,수도시설과에서 누수복구 작업 실시,0,20190703,00010101,1
20190156,경기도,부천시,,경기도 부천시 약대동 80-11,,,20190701,0.30,0.30,1.30,,하수도 맨홀 연결관 접합부 부실로 인한 토사유실,0,0,0,복구완료,하수과에 연락하여 보수요청,0,20190703,00010101,1
20190157,경기도,안양시 만안구,,경기도 안양시 만안구 석수동 241-43,,,20190701,2.00,2.00,2.00,,맨홀 접합부 파손,0,0,0,복구완료,긴급보수공사 실시,0,20190703,00010101,1
20190158,경기도,의왕시,포일동,경기도 의왕시 포일동 505-79,,,20190701,1.50,1.70,0.10,,기타매설물 침하,0,0,0,복구완료,록하드 임시 조치,0,20190703,00010101,1
20190159,경기도,고양시 덕양구,,경기도 고양시 덕양구 동산동 368-2,,,20190702,1.00,1.00,0.50,,맨홀 시공 불량,0,1,1,복구완료,맨홀 주변 포장후 복구완료,0,20190704,00010101,1
20190160,경기도,고양시 일산동구,,경기도 고양시 일산동구 백석동 1460,,,20190703,1.00,1.00,0.50,,하수관 손상으로 인하여 침하,0,0,0,복구완료,이음부 몰탈마감 및 포장 복구 완료,0,20190705,00010101,1
20190161,경기도,구리시,,경기도 구리시 동구릉로 200번길(한진그랑빌 앞),,,20190704,2.00,2.00,0.60,,개인하수관로 파손으로 인한 토사유실,0,0,0,복구완료,"관로복구 및 되채움, 포장면 복구공사",0,20190706,00010101,1
20190162,경기도,의왕시,포일동,경기도 의왕시 포일동 680,,,20190715,1.00,2.50,0.10,,기타매설물 침하,0,0,0,복구완료,록하드 임시 조치,0,20190717,00010101,1
20190163,경기도,고양시 덕양구,,경기도 고양시 덕양구 행신동 1121,,,20190722,1.00,1.00,0.50,,맨홀 파손,0,0,0,복구완료,맨홀 주변 포장후 복구완료,0,20190724,00010101,1
20190164,경기도,의왕시,고천동,경기도 의왕시 고천동 231-14,,,20190724,0.80,1.30,0.10,,통신관로 침하,0,0,0,복구완료,록하드 임시 조치,0,20190726,00010101,1
20190165,경기도,구리시,교문동,경기도 구리시 교문동 635-3번지 쉐보레 정비소 앞,,,20190725,0.50,0.50,1.00,,하수관로 손상에 의한 토사유출,0,0,0,복구완료,긴급개착 확인 및 내부 되채움,0,20190727,00010101,1
20190166,경기도,부천시,,경기도 부천시 중동 1058-4,,,20190813,1.00,1.20,0.70,,굴착결과 특이사항 없었음. 건물 앞 기초부분 밑으로 유실된것으로 추정,0,0,0,복구완료,유실 구간 모래채움 및 다짐공사 실시,0,20190815,00010101,1
20190167,경기도,고양시 덕양구,,경기도 고양시 덕양구 화전동 274-3,,,20190822,1.00,1.00,0.50,,도로다짐 불량,0,0,0,복구완료,도로포장 복구완료,0,20190824,00010101,1
20190168,경기도,의정부시,,경기도 의정부시 효암로 23번길 14,,,20190911,1.50,1.50,0.10,,하수관 손상,0,0,0,복구완료,응급보수 및 하수관리과 인계,0,20190913,00010101,1
20190169,경기도,고양시 일산서구,,경기도 고양시 일산서구 일산동 1979,,,20190926,1.00,1.00,0.30,,하수관 파손으로 인한 토사 유실,0,0,0,복구완료,파손된 하수관 주변 굴착하여 하수관 보수 후 아스콘 포장,0,20190928,00010101,1
20190170,경기도,의왕시,포일동,경기도 의왕시 포일동 485-5,,,20191001,0.80,1.40,0.10,,하수관로 침하,0,0,0,복구완료,록하드 임시 조치,0,20191003,00010101,1
20190171,경기도,양주시,봉양동,경기도 양주시 봉양동 311-4,,,20191017,1.50,2.00,0.10,,도시가스관 연결작업후 다짐(되메우기) 불량으로 인하여 침하,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료 (골재다짐 및 콘크리트포장),0,20191019,00010101,1
20190172,경기도,양주시,봉양동,경기도 양주시 봉양동 340,,,20191017,1.00,1.50,0.10,,도시가스관 연결작업후 다짐(되메우기) 불량으로 인하여 침하,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료 (골재다짐 및 콘크리트포장),0,20191019,00010101,1
20190173,경기도,부천시,,경기도 부천시 고강동 415-4번지,,,20191018,6.00,7.00,3.00,,하수관 손상으로 인하여 침하,0,0,0,복구완료,긴급보수공사 실시,0,20191020,00010101,1
20190174,경기도,안양시 만안구,,경기도 안양시 만안구 안양동 192-5,,,20191104,2.00,2.00,2.00,,하수관로 연결부위 파손,0,0,0,복구완료,긴급보수공사 실시,0,20191106,00010101,1
20190175,경기도,동두천시,,경기도 동두천시 동두천시경계 ∼ 상패동 980-2,,,20191115,0.60,620.00,0.20,,도시가스관 공사후 다짐불량 으로 인한 땅꺼짐,0,0,0,복구완료,되메우기,0,20191117,00010101,1
20190176,경기도,고양시 덕양구,,경기도 고양시 덕양구 백석동 1335 일원(백석로),,,20191221,25.00,50.00,2.50,,건축공사중 흙막이 벽체 내로 외부지하수 유출로 인한 지반침하 발생,0,0,0,복구완료,"긴급복구공사는 완료 하였으며, 외부 차수그라우팀 실시 후 도로복구 예정",0,20191223,00010101,1
20190177,경기도,수원시,,경기도 수원시 우만동 293-12,,,20191225,0.40,0.40,1.00,,개인 배수설비 파손,0,0,0,복구완료,긴급보수공사 실시,0,20191227,00010101,1
20190178,경기도,부천시,,경기도 부천시 중동 1150,,,20191226,2.50,2.50,1.50,,상수도 누수로 인한 토사 유실,0,0,0,복구완료,수도시설과에서 누수복구 작업 실시,0,20191228,00010101,1
20190179,경기도,이천시,신둔면 수광리,"경기도 이천시 신둔면 수광리 716, 산18-13",,,20191226,1.00,5.00,0.50,,전력관로공사 부실,0,0,1,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20191231,00010101,1
20190180,경상남도,김해시,주촌면 망덕리,경상남도 김해시 주촌면 망덕리 874-5번지 일원,,,20190630,1200.00,1200.00,0.30,,연약지반 개량공사 미실시,0,0,0,복구완료,김해시 및 유관기관 안전점검 실시,0,20190726,00010101,1
20190181,경상남도,창원시 의창구,,"경상남도 창원시 의창구 봉곡동 36-4, 황제빌딩 지하주차장 입구",,,20190819,1.00,1.00,1.00,,노후 하수관 손상으로 누수 및 토사 유실,0,0,0,복구완료,관로 보수 및 포장 복구 완료,0,20190821,00010101,1
20190182,경상북도,포항시 남구,이동,경상북도 포항시 남구 이동 209-3번지,,,20191003,4.00,5.00,3.50,,배수관 이음부 누수로 인한 토사 유출로 추정,0,0,0,복구완료,토사 유출부 되메우기 및 포장복구,0,20191005,00010101,1
20190183,광주광역시,남구,진월동,광주광역시 남구 진월동 331-64번지 앞,,,20190725,1.00,1.00,1.30,,맨홀접합부 관로파손으로 인한 도로침하 및 동공발생,0,0,1,복구완료,하수관 원상복구 및 골재채움 다짐 실시 후 아스콘포장 복구 완료,0,20190727,00010101,1
20190184,광주광역시,광산구,오선동,광주광역시 광산구 오선동 547-10번지,,,20190731,1.20,1.20,0.80,,하수관로 파손에 의한 동공발생 및 지반침하,0,0,0,복구완료,하수관 교체 공사 완료,0,20190802,00010101,1
20190185,광주광역시,광산구,신가동,광주광역시 광산구 신가동 918-4번지,,,20190805,1.00,1.20,1.00,,하수관로 파손에 의한 동공발생 및 지반침하,0,0,0,복구완료,하수관 교체 공사 완료,0,20190807,00010101,1
20190186,광주광역시,서구,쌍촌동,광주광역시 서구 쌍촌동 807-9번지,,,20190828,1.00,1.00,1.00,,하수 BOX와 연결된 흄관 접합부 이탈로 침하 발생,0,0,0,복구완료,접합부 보강 등 복구 공사 완료,0,20190830,00010101,1
20190187,광주광역시,광산구,소촌동,광주광역시 광산구 소촌동 826번지,,,20191002,2.00,2.00,1.00,,하수관로 파손에 의한 동공발생 및 지반침하,0,0,0,복구완료,하수관 교체 공사 완료,0,20191004,00010101,1
20190188,광주광역시,광산구,오선동,광주광역시 광산구 오선동 547-26번지,,,20191011,2.00,3.00,1.50,,하수관로 파손에 의한 동공발생 및 지반침하,0,0,0,복구완료,하수관 교체 공사 완료,0,20191013,00010101,1
20190189,광주광역시,광산구,송정동,광주광역시 광산구 송정동 579-4번지,,,20191014,1.00,1.50,1.00,,하수관로 파손에 의한 동공발생 및 지반침하,0,0,0,복구완료,하수관 교체 공사 완료,0,20191016,00010101,1
20190190,광주광역시,광산구,우산동,광주광역시 광산구 우산동 1582-4번지,,,20191015,0.60,1.50,1.00,,하수관로 파손에 의한 동공발생 및 지반침하,0,0,0,복구완료,하수관 교체 공사 완료,0,20191017,00010101,1
20190191,광주광역시,광산구,송정동,광주광역시 광산구 송정동 544-37번지,,,20191119,1.00,1.50,0.50,,하수관로 파손에 의한 동공발생 및 지반침하,0,0,0,복구완료,하수관 교체 공사 완료,0,20191121,00010101,1
20190192,대구광역시,달성군,,대구광역시 달성군 대실역 지하철 1번 출구 보도부,,,20190915,1.00,1.00,2.00,,다수의 지하매설물 시공으로 인한 되메우기 시 다짐 불량에 따른 느슨한 지반이 형성된 상태로 집중호우로 과다한 우수유입 등으로 유로가 형성되면서 동공이 확장되어 발생,0,0,0,복구완료,"응급복구 후 더 이상 진행은 없는 상태이며, 느슨한 지반을 보강하기 위하여 약액주입공법(그라우팅)으로 보강할 예정임.",0,20190917,00010101,1
20190193,서울특별시,강서구,마곡동,서울특별시 강서구 마곡동 278-5(마곡지구내 보도),,,20190726,0.80,1.00,0.40,,굴착원인조사 결과 원인불명(굴착복구 불량 추정),0,1,0,복구완료,강서구청에서 복구완료,0,20190728,00010101,1
20190194,서울특별시,중구,,서울특별시 중구 무교로 32 효령빌딩 앞,,,20190801,1.00,4.00,1.00,,노후하수관-하수맨홀 연결부 파손으로 지반침하,0,0,0,복구완료,중구 치수과에서 복구완료,0,20190803,00010101,1
20190195,서울특별시,성동구,,서울특별시 성동구 왕십리2동975-1 (새마을금고앞),,,20190804,4.00,4.00,3.00,,노후하수관(900mm) 개량공사 중 집중호우(35mm/hr)로 임시 연결부 이격으로 지반침하,0,0,0,복구완료,성동구 치수과에서 복구완료,0,20190806,00010101,1
20190196,서울특별시,성동구,마장동,서울특별시 성동구 마장동 785-3호(내부순환도로 사근램프 근처),,,20190806,1.00,1.50,0.40,,노후상수도관(150mm) 부식에 의한 상수도누수로 지반침하,0,0,1,복구완료,동부수도사업소에서 복구완료,0,20190808,00010101,1
20190197,서울특별시,성동구,사근동,서울특별시 성동구 사근동 293-4 앞,,,20190812,0.30,0.80,1.50,,기존 하수관로 미철거구간 노후 및 손괴,0,0,0,복구완료,성동구청에서 복구완료,0,20190814,00010101,1
20190198,서울특별시,영등포구,,서울특별시 영등포구 국제금융로 24,,,20190905,5.00,5.00,5.00,,지하보도 출입구 #2 현장 가시설 배면 구간에서 집중호우로 인한 토사가 급격히 현장 내로 유입되면서 보도침하 및 매설관로 침하 발생,0,0,0,복구완료,파크원 공사현장(원인자)애서 복구완료,0,20190907,00010101,1
20190199,서울특별시,서초구,양재동,서울특별시 서초구 양재동 203-10번지 앞,,,20190909,1.20,1.20,1.00,,하수관로(D1200) 이음부 이격으로 인한 토사 유실로 추정,0,0,0,복구완료,서초구청에서 복구완료,0,20190911,00010101,1
20190200,서울특별시,동작구,,서울특별시 동작구 상도로 162(편도2차로),,,20190910,1.00,1.00,1.00,,굴착원인조사 결과 원인불명(장기침하 추정),0,0,0,복구완료,남부도로사업소에서 복구완료,0,20190912,00010101,1
20190201,서울특별시,영등포구,여의도동,서울특별시 영등포구 여의도동 23-1,,,20190915,1.00,1.50,1.50,,구조물 주변 다짐불량 등으로 인한 장기 압밀침하 추정,0,0,0,복구완료,영등포구청에서 복구완료,0,20190917,00010101,1
